M4id,category,Frequency,Horizon,SP,StartingDate
Y5393,Micro,1,6,Yearly,01-01-69 12:00
Y5394,Micro,1,6,Yearly,01-01-69 12:00
Y5395,Micro,1,6,Yearly,01-01-69 12:00
Y5396,Micro,1,6,Yearly,01-01-69 12:00
Y5397,Micro,1,6,Yearly,01-01-69 12:00
Y5398,Micro,1,6,Yearly,01-01-69 12:00
Y5399,Micro,1,6,Yearly,01-01-90 12:00
Y5400,Micro,1,6,Yearly,01-01-90 12:00
Y5401,Micro,1,6,Yearly,01-01-90 12:00
Y5402,Micro,1,6,Yearly,01-01-90 12:00
Y5403,Micro,1,6,Yearly,01-01-69 12:00
Y5404,Micro,1,6,Yearly,01-01-90 12:00
Y5405,Micro,1,6,Yearly,01-01-69 12:00
Y5406,Micro,1,6,Yearly,01-01-90 12:00
Y5407,Micro,1,6,Yearly,01-01-90 12:00
Y5408,Micro,1,6,Yearly,01-01-69 12:00
Y5409,Micro,1,6,Yearly,01-01-69 12:00
Y5410,Micro,1,6,Yearly,01-01-69 12:00
Y5411,Micro,1,6,Yearly,01-01-69 12:00
Y5412,Micro,1,6,Yearly,01-01-69 12:00
Y5413,Micro,1,6,Yearly,01-01-69 12:00
Y5414,Micro,1,6,Yearly,01-01-69 12:00
Y5415,Micro,1,6,Yearly,01-01-69 12:00
Y5416,Micro,1,6,Yearly,01-01-69 12:00
Y5417,Micro,1,6,Yearly,01-01-69 12:00
Y5418,Micro,1,6,Yearly,01-01-69 12:00
Y5419,Micro,1,6,Yearly,01-01-69 12:00
Y5420,Micro,1,6,Yearly,01-01-69 12:00
Y5421,Micro,1,6,Yearly,01-01-69 12:00
Y5422,Micro,1,6,Yearly,01-01-69 12:00
Y5423,Micro,1,6,Yearly,01-01-69 12:00
Y5424,Micro,1,6,Yearly,01-01-69 12:00
Y5425,Micro,1,6,Yearly,01-01-69 12:00
Y5426,Micro,1,6,Yearly,01-01-69 12:00
Y5427,Micro,1,6,Yearly,01-01-69 12:00
Y5428,Micro,1,6,Yearly,01-01-69 12:00
Y5429,Micro,1,6,Yearly,01-01-69 12:00
Y5430,Micro,1,6,Yearly,01-01-69 12:00
Y5431,Micro,1,6,Yearly,01-01-69 12:00
Y5432,Micro,1,6,Yearly,01-01-69 12:00
Y5433,Micro,1,6,Yearly,01-01-69 12:00
Y5434,Micro,1,6,Yearly,01-01-69 12:00
Y5435,Micro,1,6,Yearly,01-01-69 12:00
Y5436,Micro,1,6,Yearly,01-01-69 12:00
Y5437,Micro,1,6,Yearly,01-01-69 12:00
Y5438,Micro,1,6,Yearly,01-01-69 12:00
Y5439,Micro,1,6,Yearly,01-01-69 12:00
Y5440,Micro,1,6,Yearly,01-01-69 12:00
Y5441,Micro,1,6,Yearly,01-01-69 12:00
Y5442,Micro,1,6,Yearly,01-01-69 12:00
Y5443,Micro,1,6,Yearly,01-01-69 12:00
Y5444,Micro,1,6,Yearly,01-01-69 12:00
Y5445,Micro,1,6,Yearly,01-01-69 12:00
Y5446,Micro,1,6,Yearly,01-01-69 12:00
Y5447,Micro,1,6,Yearly,01-01-69 12:00
Y5448,Micro,1,6,Yearly,01-01-69 12:00
Y5449,Micro,1,6,Yearly,01-01-69 12:00
Y5450,Micro,1,6,Yearly,01-01-69 12:00
Y5451,Micro,1,6,Yearly,01-01-69 12:00
Y5452,Micro,1,6,Yearly,01-01-69 12:00
Y5453,Micro,1,6,Yearly,01-01-69 12:00
Y5454,Micro,1,6,Yearly,01-01-69 12:00
Y5455,Micro,1,6,Yearly,01-01-69 12:00
Y5456,Micro,1,6,Yearly,01-01-69 12:00
Y5457,Micro,1,6,Yearly,01-01-69 12:00
Y5458,Micro,1,6,Yearly,01-01-69 12:00
Y5459,Micro,1,6,Yearly,01-01-69 12:00
Y5460,Micro,1,6,Yearly,01-01-69 12:00
Y5461,Micro,1,6,Yearly,01-01-69 12:00
Y5462,Micro,1,6,Yearly,01-01-69 12:00
Y5463,Micro,1,6,Yearly,01-01-69 12:00
Y5464,Micro,1,6,Yearly,01-01-69 12:00
Y5465,Micro,1,6,Yearly,01-01-69 12:00
Y5466,Micro,1,6,Yearly,01-01-69 12:00
Y5467,Micro,1,6,Yearly,01-01-69 12:00
Y5468,Micro,1,6,Yearly,01-01-69 12:00
Y5469,Micro,1,6,Yearly,01-01-69 12:00
Y5470,Micro,1,6,Yearly,01-01-69 12:00
Y5471,Micro,1,6,Yearly,01-01-69 12:00
Y5472,Micro,1,6,Yearly,01-01-69 12:00
Y5473,Micro,1,6,Yearly,01-01-69 12:00
Y5474,Micro,1,6,Yearly,01-01-69 12:00
Y5475,Micro,1,6,Yearly,01-01-69 12:00
Y5476,Micro,1,6,Yearly,01-01-69 12:00
Y5477,Micro,1,6,Yearly,01-01-69 12:00
Y5478,Micro,1,6,Yearly,01-01-69 12:00
Y5479,Micro,1,6,Yearly,01-01-69 12:00
Y5480,Micro,1,6,Yearly,01-01-69 12:00
Y5481,Micro,1,6,Yearly,01-01-69 12:00
Y5482,Micro,1,6,Yearly,01-01-69 12:00
Y5483,Micro,1,6,Yearly,01-01-69 12:00
Y5484,Micro,1,6,Yearly,01-01-69 12:00
Y5485,Micro,1,6,Yearly,01-01-69 12:00
Y5486,Micro,1,6,Yearly,01-01-69 12:00
Y5487,Micro,1,6,Yearly,01-01-69 12:00
Y5488,Micro,1,6,Yearly,01-01-69 12:00
Y5489,Micro,1,6,Yearly,01-01-69 12:00
Y5490,Micro,1,6,Yearly,01-01-69 12:00
Y5491,Micro,1,6,Yearly,01-01-69 12:00
Y5492,Micro,1,6,Yearly,01-01-69 12:00
Y5493,Micro,1,6,Yearly,01-01-69 12:00
Y5494,Micro,1,6,Yearly,01-01-69 12:00
Y5495,Micro,1,6,Yearly,01-01-90 12:00
Y5496,Micro,1,6,Yearly,01-01-69 12:00
Y5497,Micro,1,6,Yearly,01-01-90 12:00
Y5498,Micro,1,6,Yearly,01-01-90 12:00
Y5499,Micro,1,6,Yearly,01-01-69 12:00
Y5500,Micro,1,6,Yearly,01-01-90 12:00
Y5501,Micro,1,6,Yearly,01-01-69 12:00
Y5502,Micro,1,6,Yearly,01-01-90 12:00
Y5503,Micro,1,6,Yearly,01-01-69 12:00
Y5504,Micro,1,6,Yearly,01-01-69 12:00
Y5505,Micro,1,6,Yearly,01-01-69 12:00
Y5506,Micro,1,6,Yearly,01-01-69 12:00
Y5507,Micro,1,6,Yearly,01-01-69 12:00
Y5508,Micro,1,6,Yearly,01-01-69 12:00
Y5509,Micro,1,6,Yearly,01-01-69 12:00
Y5510,Micro,1,6,Yearly,01-01-69 12:00
Y5511,Micro,1,6,Yearly,01-01-69 12:00
Y5512,Micro,1,6,Yearly,01-01-69 12:00
Y5513,Micro,1,6,Yearly,01-01-69 12:00
Y5514,Micro,1,6,Yearly,01-01-69 12:00
Y5515,Micro,1,6,Yearly,01-01-69 12:00
Y5516,Micro,1,6,Yearly,01-01-69 12:00
Y5517,Micro,1,6,Yearly,01-01-69 12:00
Y5518,Micro,1,6,Yearly,01-01-69 12:00
Y5519,Micro,1,6,Yearly,01-01-69 12:00
Y5520,Micro,1,6,Yearly,01-01-69 12:00
Y5521,Micro,1,6,Yearly,01-01-69 12:00
Y5522,Micro,1,6,Yearly,01-01-69 12:00
Y5523,Micro,1,6,Yearly,01-01-69 12:00
Y5524,Micro,1,6,Yearly,01-01-69 12:00
Y5525,Micro,1,6,Yearly,01-01-69 12:00
Y5526,Micro,1,6,Yearly,01-01-69 12:00
Y5527,Micro,1,6,Yearly,01-01-69 12:00
Y5528,Micro,1,6,Yearly,01-01-69 12:00
Y5529,Micro,1,6,Yearly,01-01-69 12:00
Y5530,Micro,1,6,Yearly,01-01-69 12:00
Y5531,Micro,1,6,Yearly,01-01-69 12:00
Y5532,Micro,1,6,Yearly,01-01-69 12:00
Y5533,Micro,1,6,Yearly,01-01-69 12:00
Y5534,Micro,1,6,Yearly,01-01-69 12:00
Y5535,Micro,1,6,Yearly,01-01-69 12:00
Y5536,Micro,1,6,Yearly,01-01-69 12:00
Y5537,Micro,1,6,Yearly,01-01-69 12:00
Y5538,Micro,1,6,Yearly,01-01-69 12:00
Y5539,Micro,1,6,Yearly,01-01-69 12:00
Y5540,Micro,1,6,Yearly,01-01-69 12:00
Y5541,Micro,1,6,Yearly,01-01-69 12:00
Y5542,Micro,1,6,Yearly,01-01-69 12:00
Y5543,Micro,1,6,Yearly,01-01-69 12:00
Y5544,Micro,1,6,Yearly,01-01-69 12:00
Y5545,Micro,1,6,Yearly,01-01-69 12:00
Y5546,Micro,1,6,Yearly,01-01-69 12:00
Y5547,Micro,1,6,Yearly,01-01-69 12:00
Y5548,Micro,1,6,Yearly,01-01-69 12:00
Y5549,Micro,1,6,Yearly,01-01-90 12:00
Y5550,Micro,1,6,Yearly,01-01-69 12:00
Y5551,Micro,1,6,Yearly,01-01-90 12:00
Y5552,Micro,1,6,Yearly,01-01-90 12:00
Y5553,Micro,1,6,Yearly,01-01-69 12:00
Y5554,Micro,1,6,Yearly,01-01-90 12:00
Y5555,Micro,1,6,Yearly,01-01-90 12:00
Y5556,Micro,1,6,Yearly,01-01-90 12:00
Y5557,Micro,1,6,Yearly,01-01-90 12:00
Y5558,Micro,1,6,Yearly,01-01-90 12:00
Y5559,Micro,1,6,Yearly,01-01-69 12:00
Y5560,Micro,1,6,Yearly,01-01-90 12:00
Y5561,Micro,1,6,Yearly,01-01-69 12:00
Y5562,Micro,1,6,Yearly,01-01-90 12:00
Y5563,Micro,1,6,Yearly,01-01-90 12:00
Y5564,Micro,1,6,Yearly,01-01-90 12:00
Y5565,Micro,1,6,Yearly,01-01-90 12:00
Y5566,Micro,1,6,Yearly,01-01-90 12:00
Y5567,Micro,1,6,Yearly,01-01-69 12:00
Y5568,Micro,1,6,Yearly,01-01-69 12:00
Y5569,Micro,1,6,Yearly,01-01-69 12:00
Y5570,Micro,1,6,Yearly,01-01-69 12:00
Y5571,Micro,1,6,Yearly,01-01-69 12:00
Y5572,Micro,1,6,Yearly,01-01-69 12:00
Y5573,Micro,1,6,Yearly,01-01-69 12:00
Y5574,Micro,1,6,Yearly,01-01-69 12:00
Y5575,Micro,1,6,Yearly,01-01-69 12:00
Y5576,Micro,1,6,Yearly,01-01-69 12:00
Y5577,Micro,1,6,Yearly,01-01-69 12:00
Y5578,Micro,1,6,Yearly,01-01-69 12:00
Y5579,Micro,1,6,Yearly,01-01-69 12:00
Y5580,Micro,1,6,Yearly,01-01-69 12:00
Y5581,Micro,1,6,Yearly,01-01-69 12:00
Y5582,Micro,1,6,Yearly,01-01-69 12:00
Y5583,Micro,1,6,Yearly,01-01-69 12:00
Y5584,Micro,1,6,Yearly,01-01-69 12:00
Y5585,Micro,1,6,Yearly,01-01-90 12:00
Y5586,Micro,1,6,Yearly,01-01-90 12:00
Y5587,Micro,1,6,Yearly,01-01-69 12:00
Y5588,Micro,1,6,Yearly,01-01-90 12:00
Y5589,Micro,1,6,Yearly,01-01-90 12:00
Y5590,Micro,1,6,Yearly,01-01-90 12:00
Y5591,Micro,1,6,Yearly,01-01-90 12:00
Y5592,Micro,1,6,Yearly,01-01-29 12:00
Y5593,Micro,1,6,Yearly,01-01-69 12:00
Y5594,Micro,1,6,Yearly,01-01-69 12:00
Y5595,Micro,1,6,Yearly,01-01-90 12:00
Y5596,Micro,1,6,Yearly,01-01-69 12:00
Y5597,Micro,1,6,Yearly,01-01-69 12:00
Y5598,Micro,1,6,Yearly,01-01-69 12:00
Y5599,Micro,1,6,Yearly,01-01-69 12:00
Y5600,Micro,1,6,Yearly,01-01-69 12:00
Y5601,Micro,1,6,Yearly,01-01-69 12:00
Y5602,Micro,1,6,Yearly,01-01-69 12:00
Y5603,Micro,1,6,Yearly,01-01-69 12:00
Y5604,Micro,1,6,Yearly,01-01-69 12:00
Y5605,Micro,1,6,Yearly,01-01-69 12:00
Y5606,Micro,1,6,Yearly,01-01-69 12:00
Y5607,Micro,1,6,Yearly,01-01-69 12:00
Y5608,Micro,1,6,Yearly,01-01-69 12:00
Y5609,Micro,1,6,Yearly,01-01-69 12:00
Y5610,Micro,1,6,Yearly,01-01-69 12:00
Y5611,Micro,1,6,Yearly,01-01-69 12:00
Y5612,Micro,1,6,Yearly,01-01-69 12:00
Y5613,Micro,1,6,Yearly,01-01-69 12:00
Y5614,Micro,1,6,Yearly,01-01-69 12:00
Y5615,Micro,1,6,Yearly,01-01-69 12:00
Y5616,Micro,1,6,Yearly,01-01-69 12:00
Y5617,Micro,1,6,Yearly,01-01-90 12:00
Y5618,Micro,1,6,Yearly,01-01-90 12:00
Y5619,Micro,1,6,Yearly,01-01-90 12:00
Y5620,Micro,1,6,Yearly,01-01-90 12:00
Y5621,Micro,1,6,Yearly,01-01-90 12:00
Y5622,Micro,1,6,Yearly,01-01-90 12:00
Y5623,Micro,1,6,Yearly,01-01-90 12:00
Y5624,Micro,1,6,Yearly,01-01-90 12:00
Y5625,Micro,1,6,Yearly,01-01-90 12:00
Y5626,Micro,1,6,Yearly,01-01-90 12:00
Y5627,Micro,1,6,Yearly,01-01-91 12:00
Y5628,Micro,1,6,Yearly,01-01-90 12:00
Y5629,Micro,1,6,Yearly,01-01-90 12:00
Y5630,Micro,1,6,Yearly,01-01-90 12:00
Y5631,Micro,1,6,Yearly,01-01-69 12:00
Y5632,Micro,1,6,Yearly,01-01-69 12:00
Y5633,Micro,1,6,Yearly,01-01-69 12:00
Y5634,Micro,1,6,Yearly,01-01-69 12:00
Y5635,Micro,1,6,Yearly,01-01-69 12:00
Y5636,Micro,1,6,Yearly,01-01-69 12:00
Y5637,Micro,1,6,Yearly,01-01-69 12:00
Y5638,Micro,1,6,Yearly,01-01-69 12:00
Y5639,Micro,1,6,Yearly,01-01-69 12:00
Y5640,Micro,1,6,Yearly,01-01-69 12:00
Y5641,Micro,1,6,Yearly,01-01-69 12:00
Y5642,Micro,1,6,Yearly,01-01-69 12:00
Y5643,Micro,1,6,Yearly,01-01-90 12:00
Y5644,Micro,1,6,Yearly,01-01-90 12:00
Y5645,Micro,1,6,Yearly,01-01-90 12:00
Y5646,Micro,1,6,Yearly,01-01-90 12:00
Y5647,Micro,1,6,Yearly,01-01-90 12:00
Y5648,Micro,1,6,Yearly,01-01-90 12:00
Y5649,Micro,1,6,Yearly,01-01-90 12:00
Y5650,Micro,1,6,Yearly,01-01-90 12:00
Y5651,Micro,1,6,Yearly,01-01-90 12:00
Y5652,Micro,1,6,Yearly,01-01-90 12:00
Y5653,Micro,1,6,Yearly,01-01-90 12:00
Y5654,Micro,1,6,Yearly,01-01-90 12:00
Y5655,Micro,1,6,Yearly,01-01-90 12:00
Y5656,Micro,1,6,Yearly,01-01-90 12:00
Y5657,Micro,1,6,Yearly,01-01-90 12:00
Y5658,Micro,1,6,Yearly,01-01-90 12:00
Y5659,Micro,1,6,Yearly,01-01-90 12:00
Y5660,Micro,1,6,Yearly,01-01-90 12:00
Y5661,Micro,1,6,Yearly,01-01-90 12:00
Y5662,Micro,1,6,Yearly,01-01-90 12:00
Y5663,Micro,1,6,Yearly,01-01-90 12:00
Y5664,Micro,1,6,Yearly,01-01-90 12:00
Y5665,Micro,1,6,Yearly,01-01-90 12:00
Y5666,Micro,1,6,Yearly,01-01-90 12:00
Y5667,Micro,1,6,Yearly,01-01-90 12:00
Y5668,Micro,1,6,Yearly,01-01-90 12:00
Y5669,Micro,1,6,Yearly,01-01-90 12:00
Y5670,Micro,1,6,Yearly,01-01-69 12:00
Y5671,Micro,1,6,Yearly,01-01-90 12:00
Y5672,Micro,1,6,Yearly,01-01-69 12:00
Y5673,Micro,1,6,Yearly,01-01-69 12:00
Y5674,Micro,1,6,Yearly,01-01-69 12:00
Y5675,Micro,1,6,Yearly,01-01-69 12:00
Y5676,Micro,1,6,Yearly,01-01-69 12:00
Y5677,Micro,1,6,Yearly,01-01-69 12:00
Y5678,Micro,1,6,Yearly,01-01-69 12:00
Y5679,Micro,1,6,Yearly,01-01-69 12:00
Y5680,Micro,1,6,Yearly,01-01-69 12:00
Y5681,Micro,1,6,Yearly,01-01-69 12:00
Y5682,Micro,1,6,Yearly,01-01-69 12:00
Y5683,Micro,1,6,Yearly,01-01-69 12:00
Y5684,Micro,1,6,Yearly,01-01-69 12:00
Y5685,Micro,1,6,Yearly,01-01-69 12:00
Y5686,Micro,1,6,Yearly,01-01-69 12:00
Y5687,Micro,1,6,Yearly,01-01-69 12:00
Y5688,Micro,1,6,Yearly,01-01-69 12:00
Y5689,Micro,1,6,Yearly,01-01-69 12:00
Y5690,Micro,1,6,Yearly,01-01-69 12:00
Y5691,Micro,1,6,Yearly,01-01-69 12:00
Y5692,Micro,1,6,Yearly,01-01-69 12:00
Y5693,Micro,1,6,Yearly,01-01-69 12:00
Y5694,Micro,1,6,Yearly,01-01-69 12:00
Y5695,Micro,1,6,Yearly,01-01-69 12:00
Y5696,Micro,1,6,Yearly,01-01-69 12:00
Y5697,Micro,1,6,Yearly,01-01-69 12:00
Y5698,Micro,1,6,Yearly,01-01-69 12:00
Y5699,Micro,1,6,Yearly,01-01-69 12:00
Y5700,Micro,1,6,Yearly,01-01-69 12:00
Y5701,Micro,1,6,Yearly,01-01-69 12:00
Y5702,Micro,1,6,Yearly,01-01-69 12:00
Y5703,Micro,1,6,Yearly,01-01-69 12:00
Y5704,Micro,1,6,Yearly,01-01-69 12:00
Y5705,Micro,1,6,Yearly,01-01-69 12:00
Y5706,Micro,1,6,Yearly,01-01-69 12:00
Y5707,Micro,1,6,Yearly,01-01-69 12:00
Y5708,Micro,1,6,Yearly,01-01-69 12:00
Y5709,Micro,1,6,Yearly,01-01-69 12:00
Y5710,Micro,1,6,Yearly,01-01-69 12:00
Y5711,Micro,1,6,Yearly,01-01-69 12:00
Y5712,Micro,1,6,Yearly,01-01-69 12:00
Y5713,Micro,1,6,Yearly,01-01-69 12:00
Y5714,Micro,1,6,Yearly,01-01-69 12:00
Y5715,Micro,1,6,Yearly,01-01-69 12:00
Y5716,Micro,1,6,Yearly,01-01-69 12:00
Y5717,Micro,1,6,Yearly,01-01-69 12:00
Y5718,Micro,1,6,Yearly,01-01-69 12:00
Y5719,Micro,1,6,Yearly,01-01-69 12:00
Y5720,Micro,1,6,Yearly,01-01-69 12:00
Y5721,Micro,1,6,Yearly,01-01-69 12:00
Y5722,Micro,1,6,Yearly,01-01-69 12:00
Y5723,Micro,1,6,Yearly,01-01-69 12:00
Y5724,Micro,1,6,Yearly,01-01-69 12:00
Y5725,Micro,1,6,Yearly,01-01-69 12:00
Y5726,Micro,1,6,Yearly,01-01-69 12:00
Y5727,Micro,1,6,Yearly,01-01-69 12:00
Y5728,Micro,1,6,Yearly,01-01-69 12:00
Y5729,Micro,1,6,Yearly,01-01-69 12:00
Y5730,Micro,1,6,Yearly,01-01-69 12:00
Y5731,Micro,1,6,Yearly,01-01-69 12:00
Y5732,Micro,1,6,Yearly,01-01-69 12:00
Y5733,Micro,1,6,Yearly,01-01-69 12:00
Y5734,Micro,1,6,Yearly,01-01-69 12:00
Y5735,Micro,1,6,Yearly,01-01-69 12:00
Y5736,Micro,1,6,Yearly,01-01-69 12:00
Y5737,Micro,1,6,Yearly,01-01-69 12:00
Y5738,Micro,1,6,Yearly,01-01-90 12:00
Y5739,Micro,1,6,Yearly,01-01-90 12:00
Y5740,Micro,1,6,Yearly,01-01-90 12:00
Y5741,Micro,1,6,Yearly,01-01-69 12:00
Y5742,Micro,1,6,Yearly,01-01-90 12:00
Y5743,Micro,1,6,Yearly,01-01-90 12:00
Y5744,Micro,1,6,Yearly,01-01-90 12:00
Y5745,Micro,1,6,Yearly,01-01-90 12:00
Y5746,Micro,1,6,Yearly,01-01-90 12:00
Y5747,Micro,1,6,Yearly,01-01-90 12:00
Y5748,Micro,1,6,Yearly,01-01-90 12:00
Y5749,Micro,1,6,Yearly,01-01-90 12:00
Y5750,Micro,1,6,Yearly,01-01-90 12:00
Y5751,Micro,1,6,Yearly,01-01-90 12:00
Y5752,Micro,1,6,Yearly,01-01-90 12:00
Y5753,Micro,1,6,Yearly,01-01-69 12:00
Y5754,Micro,1,6,Yearly,01-01-90 12:00
Y5755,Micro,1,6,Yearly,01-01-90 12:00
Y5756,Micro,1,6,Yearly,01-01-90 12:00
Y5757,Micro,1,6,Yearly,01-01-90 12:00
Y5758,Micro,1,6,Yearly,01-01-90 12:00
Y5759,Micro,1,6,Yearly,01-01-90 12:00
Y5760,Micro,1,6,Yearly,01-01-90 12:00
Y5761,Micro,1,6,Yearly,01-01-69 12:00
Y5762,Micro,1,6,Yearly,01-01-90 12:00
Y5763,Micro,1,6,Yearly,01-01-90 12:00
Y5764,Micro,1,6,Yearly,01-01-90 12:00
Y5765,Micro,1,6,Yearly,01-01-90 12:00
Y5766,Micro,1,6,Yearly,01-01-90 12:00
Y5767,Micro,1,6,Yearly,01-01-90 12:00
Y5768,Micro,1,6,Yearly,01-01-90 12:00
Y5769,Micro,1,6,Yearly,01-01-90 12:00
Y5770,Micro,1,6,Yearly,01-01-90 12:00
Y5771,Micro,1,6,Yearly,01-01-90 12:00
Y5772,Micro,1,6,Yearly,01-01-90 12:00
Y5773,Micro,1,6,Yearly,01-01-90 12:00
Y5774,Micro,1,6,Yearly,01-01-90 12:00
Y5775,Micro,1,6,Yearly,01-01-90 12:00
Y5776,Micro,1,6,Yearly,01-01-90 12:00
Y5777,Micro,1,6,Yearly,01-01-90 12:00
Y5778,Micro,1,6,Yearly,01-01-90 12:00
Y5779,Micro,1,6,Yearly,01-01-90 12:00
Y5780,Micro,1,6,Yearly,01-01-90 12:00
Y5781,Micro,1,6,Yearly,01-01-90 12:00
Y5782,Micro,1,6,Yearly,01-01-90 12:00
Y5783,Micro,1,6,Yearly,01-01-69 12:00
Y5784,Micro,1,6,Yearly,01-01-69 12:00
Y5785,Micro,1,6,Yearly,01-01-69 12:00
Y5786,Micro,1,6,Yearly,01-01-69 12:00
Y5787,Micro,1,6,Yearly,01-01-69 12:00
Y5788,Micro,1,6,Yearly,01-01-69 12:00
Y5789,Micro,1,6,Yearly,01-01-69 12:00
Y5790,Micro,1,6,Yearly,01-01-69 12:00
Y5791,Micro,1,6,Yearly,01-01-69 12:00
Y5792,Micro,1,6,Yearly,01-01-69 12:00
Y5793,Micro,1,6,Yearly,01-01-69 12:00
Y5794,Micro,1,6,Yearly,01-01-69 12:00
Y5795,Micro,1,6,Yearly,01-01-69 12:00
Y5796,Micro,1,6,Yearly,01-01-69 12:00
Y5797,Micro,1,6,Yearly,01-01-69 12:00
Y5798,Micro,1,6,Yearly,01-01-69 12:00
Y5799,Micro,1,6,Yearly,01-01-69 12:00
Y5800,Micro,1,6,Yearly,01-01-69 12:00
Y5801,Micro,1,6,Yearly,01-01-69 12:00
Y5802,Micro,1,6,Yearly,01-01-69 12:00
Y5803,Micro,1,6,Yearly,01-01-69 12:00
Y5804,Micro,1,6,Yearly,01-01-69 12:00
Y5805,Micro,1,6,Yearly,01-01-69 12:00
Y5806,Micro,1,6,Yearly,01-01-69 12:00
Y5807,Micro,1,6,Yearly,01-01-69 12:00
Y5808,Micro,1,6,Yearly,01-01-69 12:00
Y5809,Micro,1,6,Yearly,01-01-69 12:00
Y5810,Micro,1,6,Yearly,01-01-69 12:00
Y5811,Micro,1,6,Yearly,01-01-69 12:00
Y5812,Micro,1,6,Yearly,01-01-69 12:00
Y5813,Micro,1,6,Yearly,01-01-69 12:00
Y5814,Micro,1,6,Yearly,01-01-69 12:00
Y5815,Micro,1,6,Yearly,01-01-69 12:00
Y5816,Micro,1,6,Yearly,01-01-69 12:00
Y5817,Micro,1,6,Yearly,01-01-69 12:00
Y5818,Micro,1,6,Yearly,01-01-69 12:00
Y5819,Micro,1,6,Yearly,01-01-69 12:00
Y5820,Micro,1,6,Yearly,01-01-69 12:00
Y5821,Micro,1,6,Yearly,01-01-69 12:00
Y5822,Micro,1,6,Yearly,01-01-69 12:00
Y5823,Micro,1,6,Yearly,01-01-69 12:00
Y5824,Micro,1,6,Yearly,01-01-69 12:00
Y5825,Micro,1,6,Yearly,01-01-69 12:00
Y5826,Micro,1,6,Yearly,01-01-69 12:00
Y5827,Micro,1,6,Yearly,01-01-69 12:00
Y5828,Micro,1,6,Yearly,01-01-69 12:00
Y5829,Micro,1,6,Yearly,01-01-69 12:00
Y5830,Micro,1,6,Yearly,01-01-69 12:00
Y5831,Micro,1,6,Yearly,01-01-69 12:00
Y5832,Micro,1,6,Yearly,01-01-69 12:00
Y5833,Micro,1,6,Yearly,01-01-69 12:00
Y5834,Micro,1,6,Yearly,01-01-69 12:00
Y5835,Micro,1,6,Yearly,01-01-69 12:00
Y5836,Micro,1,6,Yearly,01-01-69 12:00
Y5837,Micro,1,6,Yearly,01-01-69 12:00
Y5838,Micro,1,6,Yearly,01-01-69 12:00
Y5839,Micro,1,6,Yearly,01-01-69 12:00
Y5840,Micro,1,6,Yearly,01-01-69 12:00
Y5841,Micro,1,6,Yearly,01-01-69 12:00
Y5842,Micro,1,6,Yearly,01-01-69 12:00
Y5843,Micro,1,6,Yearly,01-01-69 12:00
Y5844,Micro,1,6,Yearly,01-01-69 12:00
Y5845,Micro,1,6,Yearly,01-01-69 12:00
Y5846,Micro,1,6,Yearly,01-01-69 12:00
Y5847,Micro,1,6,Yearly,01-01-69 12:00
Y5848,Micro,1,6,Yearly,01-01-69 12:00
Y5849,Micro,1,6,Yearly,01-01-69 12:00
Y5850,Micro,1,6,Yearly,01-01-69 12:00
Y5851,Micro,1,6,Yearly,01-01-69 12:00
Y5852,Micro,1,6,Yearly,01-01-69 12:00
Y5853,Micro,1,6,Yearly,01-01-69 12:00
Y5854,Micro,1,6,Yearly,01-01-69 12:00
Y5855,Micro,1,6,Yearly,01-01-69 12:00
Y5856,Micro,1,6,Yearly,01-01-69 12:00
Y5857,Micro,1,6,Yearly,01-01-90 12:00
Y5858,Micro,1,6,Yearly,01-01-90 12:00
Y5859,Micro,1,6,Yearly,01-01-90 12:00
Y5860,Micro,1,6,Yearly,01-01-69 12:00
Y5861,Micro,1,6,Yearly,01-01-90 12:00
Y5862,Micro,1,6,Yearly,01-01-90 12:00
Y5863,Micro,1,6,Yearly,01-01-90 12:00
Y5864,Micro,1,6,Yearly,01-01-90 12:00
Y5865,Micro,1,6,Yearly,01-01-90 12:00
Y5866,Micro,1,6,Yearly,01-01-90 12:00
Y5867,Micro,1,6,Yearly,01-01-69 12:00
Y5868,Micro,1,6,Yearly,01-01-90 12:00
Y5869,Micro,1,6,Yearly,01-01-90 12:00
Y5870,Micro,1,6,Yearly,01-01-90 12:00
Y5871,Micro,1,6,Yearly,01-01-90 12:00
Y5872,Micro,1,6,Yearly,01-01-69 12:00
Y5873,Micro,1,6,Yearly,01-01-69 12:00
Y5874,Micro,1,6,Yearly,01-01-69 12:00
Y5875,Micro,1,6,Yearly,01-01-69 12:00
Y5876,Micro,1,6,Yearly,01-01-69 12:00
Y5877,Micro,1,6,Yearly,01-01-69 12:00
Y5878,Micro,1,6,Yearly,01-01-69 12:00
Y5879,Micro,1,6,Yearly,01-01-69 12:00
Y5880,Micro,1,6,Yearly,01-01-69 12:00
Y5881,Micro,1,6,Yearly,01-01-69 12:00
Y5882,Micro,1,6,Yearly,01-01-69 12:00
Y5883,Micro,1,6,Yearly,01-01-69 12:00
Y5884,Micro,1,6,Yearly,01-01-69 12:00
Y5885,Micro,1,6,Yearly,01-01-69 12:00
Y5886,Micro,1,6,Yearly,01-01-69 12:00
Y5887,Micro,1,6,Yearly,01-01-69 12:00
Y5888,Micro,1,6,Yearly,01-01-69 12:00
Y5889,Micro,1,6,Yearly,01-01-69 12:00
Y5890,Micro,1,6,Yearly,01-01-69 12:00
Y5891,Micro,1,6,Yearly,01-01-69 12:00
